,mRNA,logFC,FDR,Delta,Age 18-40,Age >=40,start,end,diff_exp,Highlight
ENSG00000067829,ENSG00000067829,-0.008701669,1,-36.24549625,4165.35,3739,153785766,153794523,No,Not in ML
ENSG00000166670,ENSG00000166670,-0.460913371,0.782618664,-36.25083664,78.65,51.8,102770502,102780628,No,Not in ML
ENSG00000265511,ENSG00000265511,-0.798529677,0.408038416,-36.25324735,45.4,25.75,17507351,17508308,No,Not in ML
ENSG00000233828,ENSG00000233828,-1.566797367,0.021826321,-36.27135905,23.15,7.95,87048858,87138397,No,Not in ML
ENSG00000144834,ENSG00000144834,-1.400465439,0.04688292,-36.27205488,25.9,9.35,111998739,112013887,No,Not in ML
ENSG00000125388,ENSG00000125388,-0.093298578,0.996503719,-36.29314702,389,346.8,2963571,3040760,No,Not in ML
ENSG00000023734,ENSG00000023734,-0.005241278,1,-36.30842944,6927.4,6437.8,15882387,15903478,No,Not in ML
ENSG00000168826,ENSG00000168826,-0.117805225,0.991909015,-36.32524126,308.35,275.55,4290251,4321786,No,Not in ML
ENSG00000272049,ENSG00000272049,-1.601219533,0.018656224,-36.34768341,22.7,7.15,8444949,8445535,No,Not in ML
ENSG00000198744,ENSG00000198744,-0.409163343,0.833600324,-36.35416305,88.85,55.6,634376,634922,No,Not in ML
ENSG00000267669,ENSG00000267669,-1.568695697,0.023719949,-36.39374016,23.2,5.7,59821040,59825261,No,Not in ML
ENSG00000260261,ENSG00000260261,-0.594530094,0.635912973,-36.41496828,61.25,39.9,195913078,195954485,No,Not in ML
ENSG00000173928,ENSG00000173928,-0.24069818,0.952320652,-36.42966962,151.35,125.2,11374666,11376951,No,Not in ML
ENSG00000271833,ENSG00000271833,-0.870712538,0.335844449,-36.43931973,41.85,23.95,127366770,127367397,No,Not in ML
ENSG00000179284,ENSG00000179284,-0.875149912,0.328167691,-36.44999384,41.65,25.05,12965159,12974762,No,Not in ML
ENSG00000226491,ENSG00000226491,-0.712440979,0.499251298,-36.47697813,51.2,29.35,42797225,42798712,No,Not in ML
ENSG00000152207,ENSG00000152207,-0.326814678,0.901038728,-36.48885879,111.65,84.9,48653711,48711226,No,Not in ML
ENSG00000279138,ENSG00000279138,-0.869100459,0.336334892,-36.50221927,42,23.75,104478539,104480783,No,Not in ML
ENSG00000196951,ENSG00000196951,-0.614745391,0.609623265,-36.5158762,59.4,41.1,140283724,140373403,No,Not in ML
ENSG00000225868,ENSG00000225868,-1.083802409,0.168577373,-36.52414119,33.7,15.25,37823722,37855215,No,Not in ML
ENSG00000256124,ENSG00000256124,-0.699146569,0.512289366,-36.53040824,52.25,30.75,72030291,72041310,No,Not in ML
ENSG00000205456,ENSG00000205456,-1.59545636,0.019962502,-36.53595064,22.9,6.75,32252719,32255922,No,Not in ML
ENSG00000286785,ENSG00000286785,-1.899198147,0.00402293,-36.55956433,19.25,4.55,958323,1101400,DOWN,Not in ML
ENSG00000273271,ENSG00000273271,-0.424701562,0.815587734,-36.58803956,86.15,63.75,31666728,31667247,No,Not in ML
ENSG00000215795,ENSG00000215795,-1.616628621,0.017339631,-36.61663826,22.65,7.7,247183813,247185482,No,Not in ML
ENSG00000162946,ENSG00000162946,-0.087532032,0.997351686,-36.61902543,418.35,391.2,231626790,232041272,No,Not in ML
ENSG00000101882,ENSG00000101882,-0.029962092,1,-36.61966888,1222.2,1139.2,119920672,119943751,No,Not in ML
ENSG00000266967,ENSG00000266967,-0.604483845,0.623100171,-36.63172101,60.6,39.75,42950526,42964498,No,Not in ML
ENSG00000269293,ENSG00000269293,-0.072295419,1,-36.65377724,507,443.75,28015122,28137293,No,Not in ML
ENSG00000246339,ENSG00000246339,-0.986159009,0.238159972,-36.68511515,37.2,17.1,28690215,28702030,No,Not in ML
ENSG00000162419,ENSG00000162419,-0.029835463,1,-36.74535628,1231.6,1183.95,28668778,28719353,No,Not in ML
ENSG00000034239,ENSG00000034239,-0.19975363,0.96982145,-36.76465554,184.05,161.4,48710789,48735311,No,Not in ML
ENSG00000144362,ENSG00000144362,-0.448734221,0.794958508,-36.84107955,82.1,57.6,169694454,169701708,No,Not in ML
ENSG00000197837,ENSG00000197837,-0.675792579,0.542269167,-36.86448519,54.55,31,14767999,14771131,No,Not in ML
ENSG00000237940,ENSG00000237940,-0.950412969,0.268367735,-36.87602318,38.8,18,241970683,241977276,No,Not in ML
ENSG00000225603,ENSG00000225603,-3.546397631,2.09037592983667e-07,-36.88253537,10.4,0.7,147050817,147052481,DOWN,Not in ML
ENSG00000170545,ENSG00000170545,-0.081174826,0.998529927,-36.88584106,454.4,402.95,51244558,51270415,No,Not in ML
ENSG00000283213,ENSG00000283213,-0.673726897,0.544858016,-36.88654759,54.75,34.05,22806289,22813680,No,Not in ML
ENSG00000126950,ENSG00000126950,-0.031644225,1,-36.89083736,1165.8,997.4,101078879,101096367,No,Not in ML
ENSG00000173208,ENSG00000173208,-0.164188865,0.981783497,-36.94249472,225,154.55,39550033,39619803,No,Not in ML
ENSG00000221886,ENSG00000221886,-0.056419219,1,-36.95176728,654.95,617.5,160393148,160400054,No,Not in ML
ENSG00000234028,ENSG00000234028,-0.264550328,0.938768188,-36.95768081,139.7,110.1,88627539,88631821,No,Not in ML
ENSG00000051341,ENSG00000051341,-0.069089786,1,-36.9595809,534.95,502.4,121431427,121546641,No,Not in ML
ENSG00000211898,ENSG00000211898,-0.519505178,0.715497429,-36.96279343,71.15,60.45,105836765,105845678,No,Not in ML
ENSG00000215126,ENSG00000215126,-0.368042801,0.867574698,-36.96989937,100.45,75.05,41131306,41199261,No,Not in ML
ENSG00000198440,ENSG00000198440,-0.099913278,0.995739321,-36.98290003,370.15,336.65,56397966,56436035,No,Not in ML
ENSG00000054277,ENSG00000054277,-0.385875456,0.85234871,-36.98616242,95.85,71.45,241590102,241677376,No,Not in ML
ENSG00000137691,ENSG00000137691,-0.180406883,0.976828321,-36.99243128,205.05,201.35,102047437,102084554,No,Not in ML
ENSG00000269386,ENSG00000269386,-0.364463583,0.871152665,-37.04772324,101.65,78,8374373,8390685,No,Not in ML
ENSG00000226525,ENSG00000226525,-0.800466065,0.407469044,-37.06157882,46.3,23.8,21628413,21629015,No,Not in ML
ENSG00000234477,ENSG00000234477,-3.23838871,1.39569882459686e-06,-37.07955073,11.45,0.9,40921430,40975926,DOWN,Not in ML
ENSG00000285637,ENSG00000285637,-1.892641559,0.004039544,-37.09577456,19.6,4.75,12958503,13034326,DOWN,Not in ML
ENSG00000244055,ENSG00000244055,-0.281563004,0.929691915,-37.09592579,131.75,108.8,92457564,92495601,No,Not in ML
ENSG00000203280,ENSG00000203280,-3.177009734,1.06923412971903e-06,-37.17101389,11.7,1.25,25102433,25112692,DOWN,Not in ML
ENSG00000233508,ENSG00000233508,-2.29529016,0.000338367,-37.18370059,16.2,3.45,43189998,43202599,DOWN,Not in ML
ENSG00000260942,ENSG00000260942,-0.263978191,0.938851012,-37.19452714,140.9,115.75,240582700,240586699,No,Not in ML
ENSG00000230074,ENSG00000230074,-0.127849291,0.991210851,-37.21692856,291.1,282.1,34665607,34681981,No,Not in ML
ENSG00000244165,ENSG00000244165,-0.176943746,0.978431203,-37.2466585,210.5,176.05,10111693,10115372,No,Not in ML
ENSG00000183929,ENSG00000183929,-1.087812158,0.164082758,-37.2575664,34.25,19.9,228650241,228651379,No,Not in ML
ENSG00000172031,ENSG00000172031,-0.514774398,0.722569966,-37.32114384,72.5,51.75,92029985,92063538,No,Not in ML
ENSG00000171931,ENSG00000171931,-1.919131517,0.003171492,-37.32710801,19.45,6.3,18744026,18779349,DOWN,Not in ML
ENSG00000124593,ENSG00000124593,-0.960354046,0.259306388,-37.35777238,38.9,19.75,41780349,41790141,No,Not in ML
ENSG00000174697,ENSG00000174697,-1.482608401,0.040593069,-37.3617317,25.2,5.4,128241278,128257629,No,Not in ML
ENSG00000239382,ENSG00000239382,-0.447831283,0.795339287,-37.39391217,83.5,62.5,36009120,36014239,No,Not in ML
ENSG00000236778,ENSG00000236778,-0.458529434,0.784184754,-37.41600181,81.6,58.85,51452364,51554678,No,Not in ML
ENSG00000245205,ENSG00000245205,-0.904933169,0.308109872,-37.41898655,41.35,20.1,19456244,19457648,No,Not in ML
ENSG00000266885,ENSG00000266885,-2.398895705,0.000199336,-37.422773,15.6,2.95,22435390,22439033,DOWN,Not in ML
ENSG00000120440,ENSG00000120440,-2.879178444,6.31521942701159e-06,-37.42931978,13,2.4,167325071,167359503,DOWN,Not in ML
ENSG00000246560,ENSG00000246560,-0.451292858,0.791241979,-37.4573072,83,60.55,102828055,102844075,No,Not in ML
ENSG00000089041,ENSG00000089041,-0.094712711,0.996503719,-37.47308392,395.65,303.8,121132819,121188032,No,Not in ML
ENSG00000264522,ENSG00000264522,-0.016329665,1,-37.50189188,2296.55,2158.7,149937812,150010726,No,Not in ML
ENSG00000254901,ENSG00000254901,-0.095542502,0.996404802,-37.54342621,392.95,356.35,19176903,19192591,No,Not in ML
ENSG00000257270,ENSG00000257270,-0.658668408,0.561086075,-37.54409925,57,34.6,105467793,105470617,No,Not in ML
ENSG00000163499,ENSG00000163499,-1.587955103,0.020595065,-37.55513818,23.65,6.25,218990189,218993422,No,Not in ML
ENSG00000103375,ENSG00000103375,-1.688356019,0.011738433,-37.56592142,22.25,6.8,25215731,25228932,No,Not in ML
ENSG00000286540,ENSG00000286540,-0.906500432,0.306919087,-37.57444291,41.45,19,120462511,120706789,No,Not in ML
ENSG00000170965,ENSG00000170965,-0.180043089,0.977022593,-37.62000351,208.95,210.95,134565838,134764322,No,Not in ML
ENSG00000225285,ENSG00000225285,-0.393608369,0.845680129,-37.6289601,95.6,72.45,1430539,1434573,No,Not in ML
ENSG00000237480,ENSG00000237480,-4.428346465,1.6613643929345e-09,-37.64094495,8.5,0.25,105956694,106124564,DOWN,Not in ML
ENSG00000229637,ENSG00000229637,-1.512013302,0.028474629,-37.64913121,24.9,7.65,48723185,48724758,No,Not in ML
ENSG00000141854,ENSG00000141854,-0.184564371,0.975940228,-37.68804447,204.2,162.7,14072536,14075062,No,Not in ML
ENSG00000249267,ENSG00000249267,-2.952170815,6.75796827237012e-06,-37.78778643,12.8,1.35,125958688,125983665,DOWN,Not in ML
ENSG00000261220,ENSG00000261220,-0.470597119,0.769824084,-37.78894863,80.3,63.4,133573183,133573861,No,Not in ML
ENSG00000236668,ENSG00000236668,-2.165579889,0.000775362,-37.78936906,17.45,3.55,124006277,124009396,DOWN,Not in ML
ENSG00000136327,ENSG00000136327,-1.091206646,0.159444504,-37.81031027,34.65,17.35,36580004,36582614,No,Not in ML
ENSG00000259820,ENSG00000259820,-0.24094205,0.952320652,-37.8158548,156.95,124.35,134792020,134798272,No,Not in ML
ENSG00000279631,ENSG00000279631,-0.579618531,0.65255779,-37.82010912,65.25,42.55,22252072,22254589,No,Not in ML
ENSG00000256673,ENSG00000256673,-0.984913846,0.237116857,-37.8206917,38.4,20,9398355,9414851,No,Not in ML
ENSG00000172460,ENSG00000172460,-0.600069978,0.624944017,-37.83441214,63.05,46.6,2839568,2842744,No,Not in ML
ENSG00000204934,ENSG00000204934,-0.23882308,0.952834674,-37.86539934,158.55,132.45,149867697,149880610,No,Not in ML
ENSG00000260236,ENSG00000260236,-0.322473949,0.904734203,-37.87456528,117.45,91.2,47379089,47380999,No,Not in ML
ENSG00000178935,ENSG00000178935,-0.220160531,0.961752102,-37.91164345,172.2,135,57803841,57814913,No,Not in ML
ENSG00000110375,ENSG00000110375,-1.828153745,0.006172672,-37.9341902,20.75,5.2,118925164,118958559,No,Not in ML
ENSG00000255389,ENSG00000255389,-0.21342873,0.964582589,-37.93695674,177.75,157.45,111599875,111602295,No,Not in ML
ENSG00000163393,ENSG00000163393,-0.129465968,0.99080933,-37.95294853,293.15,235.85,115976513,116070054,No,Not in ML
ENSG00000265107,ENSG00000265107,-0.059981927,1,-37.9715588,633.05,619.6,147756199,147773362,No,Not in ML
ENSG00000179082,ENSG00000179082,-1.489324393,0.032646991,-37.97777203,25.5,7.35,129321016,129324905,No,Not in ML
ENSG00000255622,ENSG00000255622,-0.449180145,0.795789953,-37.97818122,84.55,49.2,141155996,141159061,No,Not in ML
ENSG00000161664,ENSG00000161664,-0.392310928,0.847365395,-37.99531342,96.85,65.8,44170447,44179084,No,Not in ML
ENSG00000232679,ENSG00000232679,-0.338195497,0.893065194,-37.99626412,112.35,78.8,222010825,222064773,No,Not in ML
ENSG00000155158,ENSG00000155158,-0.037359443,1,-38.0188368,1017.65,915.3,15163622,15307360,No,Not in ML
ENSG00000224413,ENSG00000224413,-1.045951965,0.193527761,-38.02035393,36.35,20.6,46037052,46039807,No,Not in ML
ENSG00000272010,ENSG00000272010,-0.379688074,0.858321134,-38.02576057,100.15,74.15,65591850,65592472,No,Not in ML
ENSG00000259153,ENSG00000259153,-0.64792969,0.571851625,-38.03347283,58.7,34.35,70809841,70815994,No,Not in ML
ENSG00000163818,ENSG00000163818,-0.035189585,1,-38.04697894,1081.2,959.25,45823316,45916042,No,Not in ML
ENSG00000251623,ENSG00000251623,-3.083056362,3.587128596297e-06,-38.07574607,12.35,1.1,176119545,176156937,DOWN,Not in ML
ENSG00000186777,ENSG00000186777,-0.613085568,0.612365086,-38.10326808,62.15,40.2,270675,305474,No,Not in ML
ENSG00000167759,ENSG00000167759,-2.421047023,0.000194319,-38.13149061,15.75,2.35,51055626,51065114,DOWN,Not in ML
ENSG00000267565,ENSG00000267565,-0.80376808,0.401503479,-38.1789838,47.5,25.7,19892433,19895847,No,Not in ML
ENSG00000141391,ENSG00000141391,-0.131212953,0.99057254,-38.18953008,291.05,267.3,12407896,12432238,No,Not in ML
ENSG00000231437,ENSG00000231437,-0.402123016,0.835191954,-38.20168656,95,94.5,111989770,111998842,No,Not in ML
ENSG00000274642,ENSG00000274642,-1.326958532,0.066143558,-38.21640573,28.8,11.55,120197085,120319680,No,Not in ML
ENSG00000184702,ENSG00000184702,-1.258141421,0.085433147,-38.24749921,30.4,13,19714503,19724224,No,Not in ML
ENSG00000287666,ENSG00000287666,-1.936797294,0.003139965,-38.25174656,19.75,5.15,126121889,126128081,DOWN,Not in ML
ENSG00000279161,ENSG00000279161,-0.908800824,0.297547546,-38.26051469,42.1,28.8,46636810,46639161,No,Not in ML
ENSG00000178093,ENSG00000178093,-0.378940715,0.858947096,-38.27301224,101,77.45,19512418,19515548,No,Not in ML
ENSG00000104343,ENSG00000104343,-0.022560788,1,-38.3025779,1697.75,1549.55,73780097,73878910,No,Not in ML
ENSG00000111664,ENSG00000111664,-0.245321455,0.949509759,-38.31921122,156.2,138.5,6839954,6847393,No,Not in ML
ENSG00000247934,ENSG00000247934,-0.249897567,0.947338505,-38.47173044,153.95,118.4,28163298,28190738,No,Not in ML
ENSG00000268926,ENSG00000268926,-1.016930979,0.215785486,-38.49083756,37.85,17.55,95772323,95776282,No,Not in ML
ENSG00000232611,ENSG00000232611,-0.298729597,0.918831853,-38.50624503,128.9,97.65,136840931,136847797,No,Not in ML
ENSG00000167183,ENSG00000167183,-1.940454667,0.002979746,-38.51802514,19.85,4.75,47951967,47957883,DOWN,Not in ML
ENSG00000226287,ENSG00000226287,-0.753980361,0.454310913,-38.56609545,51.15,32.2,20701114,20704606,No,Not in ML
ENSG00000164181,ENSG00000164181,-0.187610814,0.975020047,-38.60092496,205.75,155.25,60751791,60844274,No,Not in ML
ENSG00000135763,ENSG00000135763,-0.053861264,1,-38.61044707,716.85,677.45,229626247,229660200,No,Not in ML
ENSG00000119559,ENSG00000119559,-0.024239265,1,-38.61436121,1593.05,1502.75,1461143,1479219,No,Not in ML
ENSG00000009413,ENSG00000009413,-0.017705663,1,-38.69838159,2185.65,2060.7,111299028,111483715,No,Not in ML
ENSG00000150722,ENSG00000150722,-0.873960737,0.335138467,-38.71646064,44.3,18.6,181954241,182131398,No,Not in ML
ENSG00000226833,ENSG00000226833,-0.603247841,0.622313467,-38.72851139,64.2,46.5,28707511,28751722,No,Not in ML
ENSG00000160446,ENSG00000160446,-0.03519065,1,-38.73258926,1100.65,1078.8,128720870,128724127,No,Not in ML
ENSG00000185267,ENSG00000185267,-0.481024794,0.760955704,-38.77059842,80.6,57.45,14819245,14838575,No,Not in ML
ENSG00000164741,ENSG00000164741,-0.011336603,1,-38.77514952,3420.35,3363.75,13083361,13604610,No,Not in ML
ENSG00000258955,ENSG00000258955,-0.968375131,0.247175532,-38.78342402,40.05,22.3,51304108,51331918,No,Not in ML
ENSG00000115112,ENSG00000115112,-0.374720135,0.863664678,-38.82100596,103.6,70.7,121216587,121285202,No,Not in ML
ENSG00000268230,ENSG00000268230,-1.202037404,0.109420275,-38.82580816,32.3,13,58346854,58362751,No,Not in ML
ENSG00000243766,ENSG00000243766,-1.140506965,0.138401606,-38.83426216,34.05,14,27198575,27207259,No,Not in ML
ENSG00000280089,ENSG00000280089,-6.024625486,3.87187570991645e-13,-38.85883439,6.45,0,70705605,70706068,DOWN,Not in ML
ENSG00000258484,ENSG00000258484,-0.206719723,0.966462932,-38.89431588,188.15,183.6,68818221,68946811,No,Not in ML
ENSG00000198580,ENSG00000198580,-0.556503555,0.68006408,-38.8995985,69.9,45.25,6673494,6676366,No,Not in ML
ENSG00000249061,ENSG00000249061,-4.863147968,1.3215737474233e-10,-38.90518374,8,0.15,86967321,87137712,DOWN,Not in ML
ENSG00000286611,ENSG00000286611,-2.793898039,1.45308447796499e-05,-38.97487764,13.95,1.95,170820066,170821295,DOWN,Not in ML
ENSG00000168237,ENSG00000168237,-0.192817191,0.972951202,-38.97799524,202.15,152.35,52287089,52295257,No,Not in ML
ENSG00000279711,ENSG00000279711,-2.697544754,2.2748391369014e-05,-38.9795217,14.45,2.5,133064697,133068129,DOWN,Not in ML
ENSG00000055957,ENSG00000055957,-1.273981381,0.077829042,-38.98383025,30.6,14.6,52777595,52792068,No,Not in ML
ENSG00000261502,ENSG00000261502,-1.884283131,0.005262663,-39.00466082,20.7,3.45,63056786,63129654,No,Not in ML
ENSG00000242268,ENSG00000242268,-2.173975227,0.000698974,-39.02285532,17.95,4.2,168902194,168924590,DOWN,Not in ML
ENSG00000183826,ENSG00000183826,-0.029255035,1,-39.05986027,1335.15,1250.2,38168451,38640148,No,Not in ML
ENSG00000225574,ENSG00000225574,-5.392375371,1.5873673598344e-11,-39.09472144,7.25,0.05,8783514,8784461,DOWN,Not in ML
ENSG00000272008,ENSG00000272008,-0.789779621,0.415711602,-39.13358024,49.55,26.75,87151159,87155285,No,Not in ML
ENSG00000172171,ENSG00000172171,-0.153376674,0.98568798,-39.149396,255.25,217.8,30897336,30906238,No,Not in ML
ENSG00000284823,ENSG00000284823,-4.956203508,1.99559037976563e-10,-39.15400771,7.9,0.1,4714098,4724885,DOWN,Not in ML
ENSG00000247373,ENSG00000247373,-0.266438387,0.937874819,-39.17976478,147.05,124.45,123575891,123585115,No,Not in ML
ENSG00000286544,ENSG00000286544,-4.454855163,3.22512909189763e-09,-39.20272544,8.8,0.2,97725172,97730339,DOWN,Not in ML
ENSG00000086506,ENSG00000086506,-1.269834882,0.080926724,-39.23789785,30.9,13.8,180459,181179,No,Not in ML
ENSG00000155918,ENSG00000155918,-2.508122755,0.000127659,-39.25212111,15.65,2,150018334,150025532,DOWN,Not in ML
ENSG00000203943,ENSG00000203943,-0.438936802,0.800861607,-39.28484379,89.5,73.35,84298366,84389957,No,Not in ML
ENSG00000233836,ENSG00000233836,-0.542429323,0.693507849,-39.32612594,72.5,48.8,23762944,23833314,No,Not in ML
ENSG00000184481,ENSG00000184481,-0.027797787,1,-39.32969906,1414.85,1296.5,71095851,71103532,No,Not in ML
ENSG00000255182,ENSG00000255182,-0.868612924,0.337984339,-39.34816545,45.3,23.75,144495458,144505444,No,Not in ML
ENSG00000183032,ENSG00000183032,-0.538650428,0.69755855,-39.34841379,73.05,46.15,36677921,37172606,No,Not in ML
ENSG00000272692,ENSG00000272692,-1.115765844,0.152981766,-39.3865343,35.3,14.75,75409142,75411842,No,Not in ML
ENSG00000265681,ENSG00000265681,-0.239967175,0.952358909,-39.39061178,164.15,130.05,49488453,49492523,No,Not in ML
ENSG00000230096,ENSG00000230096,-3.207853032,1.58078354842319e-06,-39.4565923,12.3,0.95,4415305,4426179,DOWN,Not in ML
ENSG00000205126,ENSG00000205126,-1.576018276,0.022938005,-39.47925781,25.05,4.95,44047981,44059977,No,Not in ML
ENSG00000174928,ENSG00000174928,-0.596429898,0.631088054,-39.48365927,66.2,41.7,155762617,155806278,No,Not in ML
ENSG00000150787,ENSG00000150787,-0.056638663,1,-39.53095463,697.95,657.55,112226367,112269955,No,Not in ML
ENSG00000268621,ENSG00000268621,-2.44086775,0.000156352,-39.54205754,16.2,2.85,46189029,46203160,DOWN,Not in ML
ENSG00000229407,ENSG00000229407,-1.380883805,0.051499345,-39.56232102,28.65,9.8,179816184,179818191,No,Not in ML
ENSG00000226145,ENSG00000226145,-2.986866979,7.65156390735354e-06,-39.57598748,13.25,1.25,16817983,16822579,DOWN,Not in ML
ENSG00000233633,ENSG00000233633,-1.66304987,0.014137589,-39.5805869,23.8,6.45,558153,578145,No,Not in ML
ENSG00000272221,ENSG00000272221,-0.205287523,0.967781287,-39.58969883,192.85,151.4,31394289,31395495,No,Not in ML
ENSG00000239467,ENSG00000239467,-0.334993303,0.894580509,-39.59620839,118.2,89.25,170766878,170778729,No,Not in ML
ENSG00000250723,ENSG00000250723,-2.123869302,0.000967141,-39.61016249,18.65,4.4,33850591,33982349,DOWN,Not in ML
ENSG00000266173,ENSG00000266173,-0.159461378,0.98303631,-39.63412553,248.55,215.85,63682336,63741986,No,Not in ML
