"","mRNA","logFC","FDR","Delta","Age 18-40","Age >=40","start","end","diff_exp"
"ENSG00000155980","ENSG00000155980",-2.23000650047951,0.000283161226697085,-581.028193699935,260.55,53.1,57546026,57586633,"DOWN"
"ENSG00000242766","ENSG00000242766",-3.80125354430749,6.00634929986065e-10,-581.781854956261,153.05,11.15,90082635,90083291,"DOWN"
"ENSG00000179914","ENSG00000179914",-4.51620314999358,1.51406324671897e-12,-583.71925713667,129.25,3,160876540,160885180,"DOWN"
"ENSG00000205927","ENSG00000205927",-5.2875305847108,7.00518103631388e-16,-586.651518373663,110.95,2.25,33025935,33029196,"DOWN"
"ENSG00000174279","ENSG00000174279",-4.92308679145873,1.62379785263915e-14,-591.016569314621,120.05,3.35,176077472,176083913,"DOWN"
"ENSG00000174514","ENSG00000174514",-1.9463746528061,0.00192311658584712,-592.573763046818,304.45,73.8,205568885,205602918,"DOWN"
"ENSG00000259439","ENSG00000259439",-4.56847685674081,5.31148256125678e-13,-593.445143690631,129.9,4.85,44921077,44939199,"DOWN"
"ENSG00000133101","ENSG00000133101",-2.72953093936806,6.58364513966648e-06,-594.628315141332,217.85,30.8,36431520,36442870,"DOWN"
"ENSG00000136099","ENSG00000136099",-3.0074111758556,6.95698027599269e-07,-595.768153936995,198.1,20.05,52842889,52848641,"DOWN"
"ENSG00000130540","ENSG00000130540",-2.16959977838413,0.000428825841162727,-599.677378745375,276.4,60.7,43824509,43862513,"DOWN"
"ENSG00000257017","ENSG00000257017",-2.50610596649228,3.81028595316659e-05,-600.337684273225,239.55,38.05,72054505,72061055,"DOWN"
"ENSG00000254319","ENSG00000254319",-2.70756648201668,7.62441303739696e-06,-603.651947165618,222.95,33.6,2648075,2728577,"DOWN"
"ENSG00000139155","ENSG00000139155",-2.80614847482828,3.4112146770725e-06,-606.969915105357,216.3,31.45,20695332,20753386,"DOWN"
"ENSG00000154975","ENSG00000154975",-2.01090159971546,0.00126030110771211,-609.102094553812,302.9,72.4,51630313,52160017,"DOWN"
"ENSG00000164089","ENSG00000164089",-3.77819625073024,7.9939206942985e-10,-610.178694492933,161.5,7.05,108742048,108763054,"DOWN"
"ENSG00000151365","ENSG00000151365",-4.26696303119171,1.13946307255829e-11,-614.442676491607,144,5.2,78063861,78068351,"DOWN"
"ENSG00000095627","ENSG00000095627",-5.62523896289722,1.11716038732263e-17,-617.36997617797,109.75,3,114179270,114232304,"DOWN"
"ENSG00000250107","ENSG00000250107",-3.37934611453179,2.68156495216918e-08,-617.744469736412,182.8,15.9,50556207,50562108,"DOWN"
"ENSG00000143195","ENSG00000143195",-2.10746121349761,0.000664060418866419,-622.227923285171,295.25,63.25,166895711,166975540,"DOWN"
"ENSG00000164616","ENSG00000164616",-3.97142271327555,1.2334961810434e-10,-623.314794848597,156.95,9.05,135930317,135951591,"DOWN"
"ENSG00000155886","ENSG00000155886",-2.46123675572696,5.42833407803737e-05,-624.661888603503,253.8,41.25,19507452,19786928,"DOWN"
"ENSG00000161905","ENSG00000161905",-3.21255249850241,1.19722755827263e-07,-626.76899245782,195.1,18.05,4630919,4642294,"DOWN"
"ENSG00000069696","ENSG00000069696",-2.44887546458609,5.69208828521534e-05,-627.524337800186,256.25,46,637269,640706,"DOWN"
"ENSG00000172247","ENSG00000172247",-1.95201742910572,0.00185649290908588,-630.989633958423,323.25,84.35,47589667,47594411,"DOWN"
"ENSG00000170627","ENSG00000170627",-2.94850308342864,1.05887913555115e-06,-635.549839633044,215.55,33.8,54455950,54473602,"DOWN"
"ENSG00000156885","ENSG00000156885",-3.78668630278322,5.95778224597632e-10,-635.973964552442,167.95,13.15,31427731,31428360,"DOWN"
"ENSG00000169469","ENSG00000169469",-6.35548840326902,4.78476985334584e-20,-637.13771242772,100.25,0.8,153031203,153032900,"DOWN"
"ENSG00000166509","ENSG00000166509",-2.96741824670037,9.27370935470911e-07,-637.40143939124,214.8,25.35,78022515,78066761,"DOWN"
"ENSG00000166448","ENSG00000166448",-1.80507966704692,0.00465762909667372,-645.676996902685,357.7,92.1,98846488,98870771,"DOWN"
"ENSG00000095596","ENSG00000095596",-3.24287765096298,8.69486901821496e-08,-654.899141611974,201.95,17.7,93073475,93077885,"DOWN"
"ENSG00000081248","ENSG00000081248",-2.13145010959608,0.0005517168222213,-656.166916239154,307.85,81.7,201039512,201112451,"DOWN"
"ENSG00000170775","ENSG00000170775",-1.96443393108099,0.00173113695618386,-656.808484856929,334.35,56.15,124743885,124765792,"DOWN"
"ENSG00000280639","ENSG00000280639",-4.79214799103956,3.76565575253577e-14,-660.357993165252,137.8,5.65,70570958,70586606,"DOWN"
"ENSG00000185668","ENSG00000185668",-2.8737550128659,2.04218859433962e-06,-660.388901956583,229.8,32.25,38043829,38046793,"DOWN"
"ENSG00000181195","ENSG00000181195",-2.51930988615552,3.42182069836579e-05,-661.822707093056,262.7,42.5,56436674,56446671,"DOWN"
"ENSG00000224271","ENSG00000224271",-2.98963599206556,7.59433685357641e-07,-661.905408643316,221.4,26.3,47630827,48023004,"DOWN"
"ENSG00000257259","ENSG00000257259",-3.2502726382158,9.28879249108957e-08,-663.868186355578,204.25,15.95,58565959,58781747,"DOWN"
"ENSG00000125813","ENSG00000125813",-2.77848345503635,4.32449217415258e-06,-664.474318271942,239.15,36.05,21705659,21718486,"DOWN"
"ENSG00000114279","ENSG00000114279",-2.0567287602749,0.000923367300929586,-665.146081072901,323.4,80.35,192139395,192767764,"DOWN"
"ENSG00000185640","ENSG00000185640",-4.73921922098702,6.51478005975593e-14,-667.519027276022,140.85,5.5,52821408,52834311,"DOWN"
"ENSG00000231806","ENSG00000231806",-2.35426574587638,0.000115017460680962,-670.612597712888,284.85,51.25,94555054,94603990,"DOWN"
"ENSG00000206262","ENSG00000206262",-2.44519139960703,5.73520547051594e-05,-672.794413601875,275.15,80.15,138947217,138953990,"DOWN"
"ENSG00000260947","ENSG00000260947",-2.11332493411239,0.000631806248299469,-675.312982695613,319.55,58.85,33697459,33700986,"DOWN"
"ENSG00000166924","ENSG00000166924",-1.89327288200113,0.00269417135196518,-677.034382603604,357.6,99.7,100483927,100494802,"DOWN"
"ENSG00000130643","ENSG00000130643",-3.89870393627881,2.6386953956121e-10,-677.594744125258,173.8,10.05,133324072,133336935,"DOWN"
"ENSG00000182601","ENSG00000182601",-2.64456362160258,1.28332102182104e-05,-684.809749813988,258.95,34.15,25691959,26137685,"DOWN"
"ENSG00000181885","ENSG00000181885",-2.1993205577877,0.000349408004431541,-691.246451312673,314.3,62.75,7259903,7263983,"DOWN"
"ENSG00000171956","ENSG00000171956",-5.41193915908248,1.5191939277707e-16,-695.434181942098,128.5,2.7,60004234,60061730,"DOWN"
"ENSG00000104413","ENSG00000104413",-3.38448162068501,2.58193791077914e-08,-696.357093455941,205.75,16.1,94641074,94707466,"DOWN"
"ENSG00000159263","ENSG00000159263",-1.88595695457684,0.00283972205371431,-701.670284950314,372.05,93.35,36699115,36749917,"DOWN"
"ENSG00000129654","ENSG00000129654",-3.64948041385828,2.48170781805343e-09,-702.707453688412,192.55,12.05,76136333,76141245,"DOWN"
"ENSG00000101204","ENSG00000101204",-4.88285708539737,2.04886460747222e-14,-706.549420256999,144.7,4.5,63343223,63378401,"DOWN"
"ENSG00000180660","ENSG00000180660",-2.12202782234965,0.000603250830385211,-707.165771798022,333.25,79,35473789,35476689,"DOWN"
"ENSG00000181291","ENSG00000181291",-2.37820629242256,9.67775484792827e-05,-707.635282310333,297.55,48.95,34579487,34639318,"DOWN"
"ENSG00000185834","ENSG00000185834",-3.1272213250412,2.32307730039712e-07,-708.315630121832,226.5,26.95,55074644,55075140,"DOWN"
"ENSG00000183662","ENSG00000183662",-3.78764485695575,6.04933000092539e-10,-709.615263950659,187.35,13.3,68004247,68545621,"DOWN"
"ENSG00000250501","ENSG00000250501",-6.54763787564738,1.62237586675366e-20,-712.383000870435,108.8,0.8,138773537,138803567,"DOWN"
"ENSG00000177359","ENSG00000177359",-1.90577247794889,0.00249164189445944,-713.807081615758,374.55,96.75,31111652,31201235,"DOWN"
"ENSG00000183715","ENSG00000183715",-2.68953166007679,8.4510122190785e-06,-719.718672236548,267.6,50.85,132414977,133532519,"DOWN"
"ENSG00000138136","ENSG00000138136",-1.81975113033465,0.0042710830539529,-720.07552227342,395.7,96.4,101226195,101229794,"DOWN"
"ENSG00000089199","ENSG00000089199",-2.30048476215357,0.000178073390973665,-720.856900220823,313.35,40.1,5911510,5925353,"DOWN"
"ENSG00000145113","ENSG00000145113",-3.28835171308568,5.83904375892291e-08,-721.299948265343,219.35,19.7,195746765,195811973,"DOWN"
"ENSG00000043591","ENSG00000043591",-3.01045937293792,6.08959540400425e-07,-721.456588724572,239.65,38.55,114043866,114046904,"DOWN"
"ENSG00000225756","ENSG00000225756",-2.07169098394919,0.000842175166044303,-723.952414341044,349.45,78.75,133654586,133657313,"DOWN"
"ENSG00000253537","ENSG00000253537",-2.47911942073281,4.5112585618113e-05,-734.687040334168,296.35,46.95,141382739,141512975,"DOWN"
"ENSG00000103067","ENSG00000103067",-3.82722579629127,4.27581888010507e-10,-735.592798047182,192.2,14.25,68229033,68238102,"DOWN"
"ENSG00000127585","ENSG00000127585",-2.23741584583242,0.000268906780745343,-736.221684071157,329.05,66.3,692498,705808,"DOWN"
"ENSG00000130957","ENSG00000130957",-5.30620416901504,1.41181732388131e-15,-737.56237949309,139,1.85,94558720,94593824,"DOWN"
"ENSG00000147256","ENSG00000147256",-4.61222729269319,2.45954270328599e-13,-740.031869112622,160.45,5.95,131058346,131089885,"DOWN"
"ENSG00000146151","ENSG00000146151",-3.4928712121232,9.08444318308541e-09,-742.759063257998,212.65,18.6,55434373,55579197,"DOWN"
"ENSG00000163435","ENSG00000163435",-3.09754984855991,3.10848012454375e-07,-744.186351116518,240.25,21.15,202007945,202017183,"DOWN"
"ENSG00000204542","ENSG00000204542",-3.86153581232543,3.16316123537058e-10,-745.855642150657,193.15,11.6,31111223,31112575,"DOWN"
"ENSG00000087510","ENSG00000087510",-2.17702719931881,0.000408213982290391,-750.312424245228,344.65,72.05,56629306,56639283,"DOWN"
"ENSG00000173077","ENSG00000173077",-3.15030893938522,1.89258958971266e-07,-750.718620255498,238.3,25.95,114850968,115402644,"DOWN"
"ENSG00000227128","ENSG00000227128",-2.87219440332202,2.0249906145489e-06,-752.514933670369,262,31.55,101229577,101270148,"DOWN"
"ENSG00000164379","ENSG00000164379",-2.0736702078276,0.00082620219052395,-752.84596895181,363.05,84.95,1312098,1314758,"DOWN"
"ENSG00000126562","ENSG00000126562",-1.88696175372087,0.00287128781961439,-755.728182365208,400.5,76.1,42780610,42797066,"DOWN"
"ENSG00000173947","ENSG00000173947",-2.0639417837297,0.000885310443049814,-765.103219228601,370.7,79.85,111346600,111353013,"DOWN"
"ENSG00000204065","ENSG00000204065",-1.84183332380942,0.00369979413383186,-765.281746042815,415.5,122.55,103273691,103276750,"DOWN"
"ENSG00000183090","ENSG00000183090",-3.48562435147755,1.10925053338134e-08,-773.634324810442,221.95,11.15,143577302,143700675,"DOWN"
"ENSG00000179008","ENSG00000179008",-2.43643446525081,6.44131948088157e-05,-774.786159949756,318,45.95,60396469,60515543,"DOWN"
"ENSG00000167757","ENSG00000167757",-5.69987103105993,9.68356666680943e-18,-776.037440878809,136.15,2.1,51022216,51028039,"DOWN"
"ENSG00000163157","ENSG00000163157",-2.78549769674913,4.02005106646527e-06,-791.220620761589,284.05,42.25,151169986,151176284,"DOWN"
"ENSG00000260192","ENSG00000260192",-6.74748574476921,5.73827475009656e-22,-794.516446446575,117.75,1.15,124808981,125602227,"DOWN"
"ENSG00000050327","ENSG00000050327",-1.81234217687,0.00445001237489471,-809.663867516675,446.75,118.3,144355288,144380632,"DOWN"
"ENSG00000183908","ENSG00000183908",-3.0832282821131,3.21546312707492e-07,-809.809908297006,262.65,36.85,57181747,57191717,"DOWN"
"ENSG00000188620","ENSG00000188620",-2.06097627077372,0.000904380468912176,-812.952090006694,394.45,91.25,123135970,123139423,"DOWN"
"ENSG00000167941","ENSG00000167941",-4.69564757107417,1.301884187195e-13,-819.155718773888,174.45,4.65,43753738,43758791,"DOWN"
"ENSG00000171540","ENSG00000171540",-5.95933720418189,7.16600821757297e-19,-820.898699876056,137.75,1.85,77628712,77638713,"DOWN"
"ENSG00000178947","ENSG00000178947",-1.82152243689501,0.00422017905430211,-823.874598207612,452.3,113.95,135421944,135428075,"DOWN"
"ENSG00000161992","ENSG00000161992",-5.22962770221308,5.5913453281101e-16,-824.450807253893,157.65,4.85,560394,565529,"DOWN"
"ENSG00000082556","ENSG00000082556",-4.38579940286624,2.45958895857074e-12,-825.407447619427,188.2,7.3,53225724,53251637,"DOWN"
"ENSG00000120075","ENSG00000120075",-1.90035726372742,0.00257819455243741,-847.55933962243,446,109.35,48591257,48593961,"DOWN"
"ENSG00000165269","ENSG00000165269",-1.87050660588242,0.00310394828539104,-850.519353694737,454.7,109.8,33383179,33402682,"DOWN"
"ENSG00000226673","ENSG00000226673",-5.33179355606828,1.57165314847027e-16,-852.020610259711,159.8,5.25,14280127,14285454,"DOWN"
"ENSG00000140798","ENSG00000140798",-5.62901124128291,1.18380442781156e-17,-852.232301930232,151.4,2.85,48081006,48156018,"DOWN"
"ENSG00000198739","ENSG00000198739",-2.68857355477856,9.39176561845702e-06,-853.353246286715,317.4,25.45,66926036,67101551,"DOWN"
"ENSG00000260293","ENSG00000260293",-1.8742836777673,0.00303683983625609,-853.455072671341,455.35,119.9,2476558,2482173,"DOWN"
"ENSG00000118004","ENSG00000118004",-1.90930222901673,0.00247099622237554,-853.458096370477,447,85.15,3594832,3644644,"DOWN"
"ENSG00000138772","ENSG00000138772",-2.00457299835015,0.0013127769413933,-855.050612446254,426.55,104.25,78551747,78610451,"DOWN"
"ENSG00000280916","ENSG00000280916",-2.26526512538273,0.000221978631873069,-856.270217394673,378,62.15,1601654,1607354,"DOWN"
"ENSG00000198914","ENSG00000198914",-3.20188264158294,1.21374704458861e-07,-856.823794887594,267.6,24.35,104853287,104858574,"DOWN"
"ENSG00000172264","ENSG00000172264",-1.80212927856294,0.00473821876835306,-859.16513355488,476.75,114.6,13995369,16053197,"DOWN"
"ENSG00000175161","ENSG00000175161",-3.34893661849109,3.31604882731367e-08,-859.504583135739,256.65,21.45,84958989,86074429,"DOWN"
"ENSG00000124780","ENSG00000124780",-2.63700530913882,1.30734059432445e-05,-861.64148476111,326.75,47.95,39299001,39314461,"DOWN"
"ENSG00000172803","ENSG00000172803",-2.4774887500281,4.57954920107645e-05,-868.235932447346,350.45,55,65833834,65856896,"DOWN"
"ENSG00000162494","ENSG00000162494",-4.17356551900934,1.54419200159237e-11,-872.483871748901,209.05,11.8,13474973,13514003,"DOWN"
"ENSG00000172209","ENSG00000172209",-5.30484302635069,5.53659375761054e-16,-874.503372893911,164.85,2.15,107470018,107475684,"DOWN"
"ENSG00000162896","ENSG00000162896",-3.6381002498314,2.32559704321065e-09,-901.885051933204,247.9,18.4,206928522,206946466,"DOWN"
"ENSG00000157103","ENSG00000157103",-2.38693627356404,8.82520075055383e-05,-904.17146042606,378.8,74.9,10992186,11039247,"DOWN"
"ENSG00000179915","ENSG00000179915",-2.40774295037468,7.65748100080339e-05,-906.033672225994,376.3,67.5,49918503,51225575,"DOWN"
"ENSG00000127129","ENSG00000127129",-5.68941131833887,9.12780907474248e-18,-906.038752445465,159.25,2.8,41478775,41484683,"DOWN"
"ENSG00000206077","ENSG00000206077",-2.27157193795598,0.000209764742241491,-906.130046050642,398.9,67.8,710355,784729,"DOWN"
"ENSG00000134323","ENSG00000134323",-2.71809085816758,6.68814747799713e-06,-908.79367842833,334.35,50.05,15940550,15947007,"DOWN"
"ENSG00000101977","ENSG00000101977",-3.84800614326898,3.34674198250672e-10,-912.939457490565,237.25,14.85,139581770,139708227,"DOWN"
"ENSG00000140459","ENSG00000140459",-2.56431373055431,2.29163718318805e-05,-919.178256717193,358.45,62.55,74337759,74367646,"DOWN"
"ENSG00000225649","ENSG00000225649",-4.1812531392791,1.37799406267491e-11,-920.711941269257,220.2,11.6,12780593,13007029,"DOWN"
"ENSG00000127399","ENSG00000127399",-1.94758168262871,0.00190909754435043,-922.764201229485,473.8,111.85,150323263,150338156,"DOWN"
"ENSG00000226453","ENSG00000226453",-3.22866805477829,9.33734988187323e-08,-926.466298318629,286.95,27.3,81844602,82169391,"DOWN"
"ENSG00000142515","ENSG00000142515",-8.71954008927378,1.06136781556276e-26,-936.478605588004,107.4,0.1,50854915,50860764,"DOWN"
"ENSG00000163380","ENSG00000163380",-2.57614324156584,2.09918647556013e-05,-937.973754254123,364.1,63.75,69106065,69123032,"DOWN"
"ENSG00000225914","ENSG00000225914",-2.54671239169011,2.62128874952944e-05,-938.208845098636,368.4,64.95,32254640,32407763,"DOWN"
"ENSG00000142449","ENSG00000142449",-2.30097492728848,0.000166893866250087,-940.753599021896,408.85,85.1,8065402,8149592,"DOWN"
"ENSG00000166816","ENSG00000166816",-2.00898003934474,0.00128181806617764,-942.312087454648,469.05,85.3,75111860,75116780,"DOWN"
"ENSG00000198358","ENSG00000198358",-7.5525431156008,8.80627500530138e-24,-958.040094213961,126.85,0.25,160932465,160949922,"DOWN"
"ENSG00000162552","ENSG00000162552",-2.8125648946176,3.23204717904406e-06,-961.615937469757,341.9,41.95,22117313,22143969,"DOWN"
"ENSG00000165905","ENSG00000165905",-2.7566171068233,4.85531388206738e-06,-967.159111928955,350.85,49.65,45921621,45929096,"DOWN"
"ENSG00000154118","ENSG00000154118",-1.85627815336174,0.00336486198120457,-969.070009962497,522.05,144.35,87601835,87698156,"DOWN"
"ENSG00000215612","ENSG00000215612",-2.13976062654379,0.000522160090774023,-969.097587761682,452.9,100.35,8846076,8871839,"DOWN"
"ENSG00000124701","ENSG00000124701",-3.71967644319731,1.02038851611864e-09,-971.207519318817,261.1,21.25,41053304,41064511,"DOWN"
"ENSG00000130528","ENSG00000130528",-1.90805775252645,0.00244370430718295,-973.395662451367,510.15,147.4,49151198,49155396,"DOWN"
"ENSG00000176049","ENSG00000176049",-2.76832686211554,4.37184231270428e-06,-981.371872619959,354.5,52.25,147585438,147782775,"DOWN"
"ENSG00000180772","ENSG00000180772",-4.05250782118564,5.43286878968023e-11,-982.530521246459,242.45,14.45,116170744,116174974,"DOWN"
"ENSG00000006453","ENSG00000006453",-1.83314723745797,0.00390232886864517,-994.024089511585,542.25,156.4,98291650,98401090,"DOWN"
"ENSG00000235890","ENSG00000235890",-3.52419855897966,6.67195473169591e-09,-994.528833344059,282.2,23.6,44506807,44516575,"DOWN"
"ENSG00000268460","ENSG00000268460",-5.50994921458988,2.71209345781331e-17,-1003.08625451609,182.05,4.35,46201552,46214838,"DOWN"
"ENSG00000137766","ENSG00000137766",-4.48836265603197,8.40390572794197e-13,-1006.96416188077,224.35,7.3,53978201,54633414,"DOWN"
"ENSG00000156687","ENSG00000156687",-2.78085356523361,4.0045315901825e-06,-1010.42314292763,363.35,58.5,35235475,35796550,"DOWN"
"ENSG00000149571","ENSG00000149571",-2.47371069640096,4.76661843719979e-05,-1012.24241696727,409.2,65.1,126423358,127003460,"DOWN"
"ENSG00000080293","ENSG00000080293",-3.6806685429612,1.73158226107037e-09,-1023.77795522466,278.15,12.5,119439843,119525301,"DOWN"
"ENSG00000189120","ENSG00000189120",-2.22343047679189,0.000291854629542027,-1032.00525580296,464.15,85.9,47844908,47855874,"DOWN"
"ENSG00000167880","ENSG00000167880",-2.98194633406631,7.7348158079176e-07,-1039.35739473881,348.55,38.95,76004502,76027306,"DOWN"
"ENSG00000164690","ENSG00000164690",-5.45231167880882,1.05248645017368e-16,-1039.75583714884,190.7,2.85,155799980,155812463,"DOWN"
"ENSG00000248265","ENSG00000248265",-3.77951889246039,5.61610984531517e-10,-1043.90311809756,276.2,27.85,54058254,54122235,"DOWN"
